Flt ID,Flt Dt (Z),A/C Type,STD,Dep Arp,STA,Arv Arp
XX250,21-Apr-17,789,2040/21,SCL,1100/22,LHR
XX2965,21-Apr-17,31N,2045/21,GLA,2215/21,LGW
XX027,21-Apr-17,77G,2045/21,LHR,0840/22,HKG
XX1460,21-Apr-17,767,2050/21,LHR,2210/21,EDI
XX247,21-Apr-17,77Z,2050/21,LHR,0845/22,GRU
XX2789,21-Apr-17,31N,2055/21,BOD,2230/21,LGW
XX157,21-Apr-17,74S,2055/21,LHR,0305/22,KWI
XX194,21-Apr-17,77Z,2105/21,IAH,0625/22,LHR
XX206,21-Apr-17,74V,2110/21,MIA,0540/22,LHR
XX2154,21-Apr-17,77C,2110/21,BGI,0520/22,LGW
XX2968,21-Apr-17,32E,2110/21,LGW,2230/21,GLA
XX2711,21-Apr-17,31N,2110/21,BCN,2325/21,LGW
XX123,21-Apr-17,77X,2110/21,LHR,0405/22,DOH
XX245,21-Apr-17,77J,2125/21,LHR,1115/22,EZE
XX106,21-Apr-17,74S,2130/21,DXB,0515/22,LHR
XX133,21-Apr-17,789,2130/21,LHR,0335/22,JED
XX2721,21-Apr-17,31N,2130/21,AGP,0015/22,LGW
XX2158,21-Apr-17,77C,2135/21,POS,2235/21,UVF
XX237,21-Apr-17,32J,2135/21,LHR,0125/22,DME
XX2036,21-Apr-17,77D,2135/21,MCO,0555/22,LGW
XX083,21-Apr-17,77Y,2135/21,LHR,0345/22,ABV
XX072,21-Apr-17,789,2150/21,AUH,0530/22,LHR
XX074,21-Apr-17,77Y,2155/21,LOS,0425/22,LHR
XX216,21-Apr-17,74S,2200/21,IAD,0520/22,LHR
XX124,21-Apr-17,77X,2200/21,BAH,0515/22,LHR
XX262,21-Apr-17,77Y,2210/21,RUH,0510/22,LHR
XX2156,21-Apr-17,77D,2215/21,TAB,2335/21,ANU
XX184,21-Apr-17,77Y,2220/21,EWR,0515/22,LHR
XX2166,21-Apr-17,77K,2220/21,TPA,0650/22,LGW
XX066,21-Apr-17,74S,2230/21,PHL,0535/22,LHR
XX002,21-Apr-17,318,2230/21,JFK,0555/22,LCY
XX294,21-Apr-17,74V,2230/21,ORD,0620/22,LHR
XX112,21-Apr-17,74S,2230/21,JFK,0525/22,LHR
XX092,21-Apr-17,74S,2235/21,YYZ,0550/22,LHR
XX282,21-Apr-17,38A,2235/21,LAX,0910/22,LHR
XX078,21-Apr-17,74V,2235/21,ACC,0515/22,LHR
XX2262,21-Apr-17,77D,2245/21,KIN,0750/22,LGW
XX174,21-Apr-17,77Y,2300/21,JFK,0610/22,LHR
XX192,21-Apr-17,74V,2310/21,DFW,0805/22,LHR
XX2232,21-Apr-17,77C,2315/21,BDA,0600/22,LGW
XX190,21-Apr-17,789,2320/21,AUS,0850/22,LHR
XX212,21-Apr-17,38A,2320/21,BOS,0550/22,LHR
XX8006,21-Apr-17,75O,2330/21,JFK,0700/22,ORY
XX176,21-Apr-17,77Y,2330/21,JFK,0635/22,LHR
XX076,21-Apr-17,77Z,2330/21,LAD,0810/22,LHR
XX2158,21-Apr-17,77C,2335/21,UVF,0755/22,LGW
XX284,21-Apr-17,74S,2335/21,SFO,1000/22,LHR
XX252,21-Apr-17,77J,2350/21,GCM,0120/22,NAS
XX008,21-Apr-17,77G,2350/21,HND,1210/22,LHR
XX2038,21-Apr-17,77D,2355/21,MCO,0825/22,LGW
XX036,22-Apr-17,78B,0001/22,MAA,1050/22,LHR
XX270,22-Apr-17,74V,0010/22,LAS,1010/22,LHR
XX116,22-Apr-17,74S,0020/22,JFK,0730/22,LHR
XX8004,22-Apr-17,76L,0025/22,EWR,0755/22,ORY
XX208,22-Apr-17,38A,0040/22,MIA,0920/22,LHR
XX2156,21-Apr-17,77D,0045/22,ANU,0840/22,LGW
XX172,22-Apr-17,74S,0045/22,JFK,0750/22,LHR
XX248,22-Apr-17,77Z,0045/22,GIG,1205/22,LHR
XX2238,22-Apr-17,77K,0100/22,LIM,1320/22,LGW
XX196,22-Apr-17,77Y,0125/22,IAH,1045/22,LHR
XX228,22-Apr-17,78B,0125/22,BWI,0835/22,LHR
XX114,22-Apr-17,77Z,0130/22,JFK,0835/22,LHR
XX118,22-Apr-17,77J,0130/22,BLR,1210/22,LHR
XX218,22-Apr-17,74S,0130/22,DEN,1030/22,LHR
XX018,22-Apr-17,78B,0135/22,ICN,1330/22,LHR
XX094,22-Apr-17,78B,0135/22,YUL,0805/22,LHR
XX202,22-Apr-17,74S,0135/22,BOS,0810/22,LHR
XX188,22-Apr-17,789,0135/22,EWR,0825/22,LHR
XX276,22-Apr-17,78B,0145/22,HYD,1210/22,LHR
XX296,22-Apr-17,74S,0150/22,ORD,0935/22,LHR
XX098,22-Apr-17,77Y,0150/22,YYZ,0855/22,LHR
XX2272,22-Apr-17,77C,0200/22,JFK,0900/22,LGW
XX224,22-Apr-17,78B,0215/22,MSY,1055/22,LHR
XX048,22-Apr-17,74S,0215/22,SEA,1125/22,LHR
XX226,22-Apr-17,77G,0220/22,ATL,1030/22,LHR
XX292,22-Apr-17,74S,0220/22,IAD,0930/22,LHR
XX252,21-Apr-17,77J,0230/22,NAS,1100/22,LHR
XX286,22-Apr-17,38A,0230/22,SFO,1255/22,LHR
XX214,22-Apr-17,77G,0240/22,BOS,0910/22,LHR
XX242,22-Apr-17,74V,0240/22,MEX,1310/22,LHR
XX288,22-Apr-17,74V,0240/22,PHX,1235/22,LHR
XX236,22-Apr-17,32J,0245/22,DME,0655/22,LHR
XX182,22-Apr-17,74V,0255/22,JFK,1000/22,LHR
XX168,22-Apr-17,77Z,0300/22,PVG,1530/22,LHR
XX278,22-Apr-17,789,0305/22,SJC,1320/22,LHR
XX038,22-Apr-17,77G,0315/22,PEK,1430/22,LHR
XX272,22-Apr-17,77G,0340/22,SAN,1420/22,LHR
XX084,22-Apr-17,74V,0355/22,YVR,1315/22,LHR
XX006,22-Apr-17,789,0355/22,NRT,1630/22,LHR
XX152,22-Apr-17,77J,0405/22,IKA,1020/22,LHR
XX080,22-Apr-17,77Y,0405/22,MCT,1220/22,LHR
XX102,22-Apr-17,789,0420/22,YYC,1300/22,LHR
XX274,22-Apr-17,74V,0430/22,LAS,1430/22,LHR
XX268,22-Apr-17,38A,0435/22,LAX,1505/22,LHR
XX146,22-Apr-17,32J,0435/22,AMM,1015/22,LHR
XX010,22-Apr-17,77J,0440/22,BKK,1720/22,LHR
XX795,22-Apr-17,32A,0445/22,HEL,0800/22,LHR
XX166,22-Apr-17,77Z,0445/22,TLV,1010/22,LHR
XX016,22-Apr-17,77G,0450/22,SYD,1305/22,SIN
XX256,22-Apr-17,789,0450/22,DEL,1420/22,LHR
XX853,22-Apr-17,32A,0450/22,PRG,0700/22,LHR
XX751,22-Apr-17,319,0450/22,BSL,0635/22,LHR
XX365,22-Apr-17,32A,0450/22,LYS,0635/22,LHR
XX971,22-Apr-17,319,0500/22,HAJ,0645/22,LHR
XX389,22-Apr-17,319,0505/22,BRU,0620/22,LHR
XX963,22-Apr-17,32A,0505/22,HAM,0645/22,LHR
XX1321,22-Apr-17,32A,0505/22,NCL,0625/22,LHR
XX631,22-Apr-17,32A,0505/22,ATH,0905/22,LHR
XX981,22-Apr-17,32Z,0505/22,TXL,0710/22,LHR
XX709,22-Apr-17,32A,0510/22,ZRH,0705/22,LHR
XX477,22-Apr-17,32A,0510/22,BCN,0735/22,LHR
XX472,22-Apr-17,32A,0515/22,LHR,0720/22,BCN
XX901,22-Apr-17,319,0520/22,FRA,0715/22,LHR
XX456,22-Apr-17,767,0520/22,LHR,0740/22,MAD
XX156,22-Apr-17,74S,0520/22,KWI,1215/22,LHR
XX935,22-Apr-17,319,0520/22,DUS,0650/22,LHR
XX811,22-Apr-17,321,0520/22,CPH,0735/22,LHR
XX947,22-Apr-17,319,0520/22,MUC,0730/22,LHR
XX108,22-Apr-17,77Y,0520/22,DXB,1315/22,LHR
XX803,22-Apr-17,32A,0520/22,GOT,0735/22,LHR
XX885,22-Apr-17,321,0525/22,OTP,0900/22,LHR
XX303,22-Apr-17,32A,0525/22,CDG,0645/22,LHR
XX723,22-Apr-17,32A,0525/22,GVA,0710/22,LHR
XX561,22-Apr-17,32A,0525/22,LIN,0730/22,LHR
XX132,22-Apr-17,789,0530/22,JED,1210/22,LHR
XX2630,22-Apr-17,767,0530/22,LGW,0805/22,ALC
XX865,22-Apr-17,32A,0530/22,BUD,0815/22,LHR
XX388,22-Apr-17,319,0535/22,LHR,0650/22,BRU
XX812,22-Apr-17,319,0535/22,LHR,0725/22,CPH
XX428,22-Apr-17,32A,0540/22,LHR,0705/22,AMS
XX2706,22-Apr-17,32E,0540/22,LGW,0745/22,BCN
XX2931,22-Apr-17,32E,0540/22,EDI,0715/22,LGW
XX832,22-Apr-17,319,0540/22,LHR,0705/22,DUB
XX2606,22-Apr-17,32M,0540/22,LGW,0825/22,NAP
XX2953,22-Apr-17,32E,0545/22,GLA,0720/22,LGW
XX122,22-Apr-17,77X,0545/22,DOH,1305/22,LHR
XX341,22-Apr-17,32A,0545/22,NCE,0800/22,LHR
XX1427,22-Apr-17,319,0545/22,BHD,0715/22,LHR
XX761,22-Apr-17,319,0545/22,OSL,0815/22,LHR
XX2712,22-Apr-17,31N,0545/22,LGW,0850/22,AGP
XX599,22-Apr-17,321,0545/22,VCE,0810/22,LHR
XX724,22-Apr-17,319,0545/22,LHR,0720/22,GVA
XX148,22-Apr-17,32J,0545/22,BEY,1105/22,LHR
XX771,22-Apr-17,319,0545/22,ARN,0830/22,LHR
XX675,22-Apr-17,32A,0550/22,IST,1005/22,LHR
XX2678,22-Apr-17,32E,0550/22,LGW,0835/22,DBV
XX699,22-Apr-17,32A,0550/22,VIE,0820/22,LHR
XX1435,22-Apr-17,32A,0555/22,EDI,0735/22,LHR
XX710,22-Apr-17,319,0555/22,LHR,0740/22,ZRH
XX948,22-Apr-17,319,0555/22,LHR,0745/22,MUC
XX638,22-Apr-17,32A,0555/22,LHR,0940/22,ATH
XX678,22-Apr-17,32A,0600/22,LHR,0955/22,IST
XX154,22-Apr-17,78B,0600/22,CAI,1110/22,LHR
XX1385,22-Apr-17,32A,0600/22,MAN,0710/22,LHR
XX423,22-Apr-17,32A,0600/22,AMS,0715/22,LHR
XX552,22-Apr-17,767,0600/22,LHR,0835/22,FCO
XX551,22-Apr-17,321,0600/22,FCO,0850/22,LHR
XX331,22-Apr-17,319,0605/22,ORY,0730/22,LHR
XX2642,22-Apr-17,32E,0605/22,LGW,0925/22,SKG
XX2767,22-Apr-17,31N,0605/22,JER,0710/22,LGW
XX902,22-Apr-17,767,0605/22,LHR,0740/22,FRA
XX332,22-Apr-17,319,0605/22,LHR,0730/22,ORY
XX1414,22-Apr-17,319,0610/22,LHR,0730/22,BHD
XX2768,22-Apr-17,31N,0610/22,LGW,0715/22,JER
XX964,22-Apr-17,319,0610/22,LHR,0745/22,HAM
XX304,22-Apr-17,319,0615/22,LHR,0735/22,CDG
XX664,22-Apr-17,32A,0615/22,LHR,1050/22,LCA
XX499,22-Apr-17,32A,0615/22,LIS,0900/22,LHR
XX543,22-Apr-17,321,0620/22,BLQ,0840/22,LHR
XX458,22-Apr-17,77Y,0620/22,LHR,0850/22,MAD
XX790,22-Apr-17,319,0620/22,LHR,0815/22,GOT
XX2758,22-Apr-17,31N,0620/22,LGW,0740/22,AMS
XX776,22-Apr-17,321,0620/22,LHR,0850/22,ARN
XX366,22-Apr-17,32A,0620/22,LHR,0815/22,MRS
XX416,22-Apr-17,32A,0625/22,LHR,0745/22,LUX
XX846,22-Apr-17,32A,0625/22,LHR,0850/22,WAW
XX2600,22-Apr-17,31N,0625/22,LGW,0840/22,PSA
XX2582,22-Apr-17,32M,0630/22,LGW,0850/22,VCE
XX500,22-Apr-17,32A,0630/22,LHR,0915/22,LIS
XX9498,22-Apr-17,318,0630/22,LHR,0628/23,LHR
XX377,22-Apr-17,321,0630/22,TLS,0830/22,LHR
XX831,22-Apr-17,32A,0630/22,DUB,0810/22,LHR
XX936,22-Apr-17,319,0635/22,LHR,0755/22,DUS
XX564,22-Apr-17,319,0635/22,LHR,0835/22,LIN
XX854,22-Apr-17,32A,0635/22,LHR,0835/22,PRG
XX372,22-Apr-17,32A,0640/22,LHR,0830/22,TLS
XX478,22-Apr-17,32A,0640/22,LHR,0850/22,BCN
XX804,22-Apr-17,319,0645/22,LHR,0825/22,BLL
XX1491,22-Apr-17,32A,0645/22,GLA,0815/22,LHR
XX762,22-Apr-17,32A,0645/22,LHR,0855/22,OSL
XX684,22-Apr-17,32A,0650/22,LHR,0855/22,INN
XX572,22-Apr-17,319,0650/22,LHR,0850/22,MXP
XX342,22-Apr-17,321,0650/22,LHR,0855/22,NCE
XX918,22-Apr-17,319,0655/22,LHR,0835/22,STR
XX696,22-Apr-17,32A,0655/22,LHR,0910/22,VIE
XX1340,22-Apr-17,319,0655/22,LHR,0755/22,LBA
XX1370,22-Apr-17,32A,0700/22,LHR,0800/22,MAN
XX976,22-Apr-17,319,0700/22,LHR,0830/22,HAJ
XX890,22-Apr-17,32A,0700/22,LHR,1010/22,SOF
XX1461,22-Apr-17,767,0700/22,EDI,0830/22,LHR
XX2596,22-Apr-17,32E,0700/22,LGW,0915/22,VRN
XX082,22-Apr-17,77Y,0705/22,ABV,1340/22,LHR
XX165,22-Apr-17,789,0710/22,LHR,1200/22,TLV
XX2694,22-Apr-17,32E,0710/22,LGW,1005/22,FAO
XX1303,22-Apr-17,319,0715/22,ABZ,0855/22,LHR
XX540,22-Apr-17,321,0715/22,LHR,0925/22,BLQ
XX848,22-Apr-17,32A,0715/22,LHR,0935/22,ZAG
XX726,22-Apr-17,319,0720/22,LHR,0900/22,GVA
XX882,22-Apr-17,32A,0720/22,LHR,1035/22,KBP
XX1474,22-Apr-17,32J,0720/22,LHR,0850/22,GLA
XX2590,22-Apr-17,32M,0720/22,LGW,1015/22,BRI
XX430,22-Apr-17,32Z,0720/22,LHR,0840/22,AMS
XX392,22-Apr-17,319,0725/22,LHR,0835/22,BRU
XX760,22-Apr-17,321,0725/22,LHR,0930/22,BGO
XX2542,22-Apr-17,32E,0725/22,LGW,1005/22,FCO
XX548,22-Apr-17,32A,0730/22,LHR,1000/22,FCO
XX117,22-Apr-17,74S,0730/22,LHR,1510/22,JFK
XX2680,22-Apr-17,32M,0730/22,LGW,1015/22,DBV
XX1439,22-Apr-17,32A,0735/22,EDI,0910/22,LHR
XX466,22-Apr-17,32A,0735/22,LHR,0930/22,BIO
XX752,22-Apr-17,319,0735/22,LHR,0910/22,BSL
XX1326,22-Apr-17,321,0740/22,LHR,0855/22,NCL
XX198,22-Apr-17,77G,0740/22,BOM,1725/22,LHR
XX2936,22-Apr-17,31N,0740/22,LGW,0905/22,EDI
XX982,22-Apr-17,319,0745/22,LHR,0935/22,TXL
XX391,22-Apr-17,319,0745/22,BRU,0905/22,LHR
XX233,22-Apr-17,77Y,0745/22,LHR,1135/22,DME
XX1477,22-Apr-17,319,0745/22,GLA,0920/22,LHR
XX640,22-Apr-17,32A,0745/22,LHR,1125/22,ATH
XX1306,22-Apr-17,32A,0750/22,LHR,0925/22,ABZ
XX866,22-Apr-17,32A,0750/22,LHR,1020/22,BUD
XX578,22-Apr-17,32A,0755/22,LHR,1005/22,VCE
XX833,22-Apr-17,319,0755/22,DUB,0925/22,LHR
XX2237,22-Apr-17,77K,0800/22,LGW,1915/22,SJO
XX828,22-Apr-17,32A,0800/22,LHR,0925/22,DUB
XX950,22-Apr-17,319,0800/22,LHR,0955/22,MUC
XX2769,22-Apr-17,31N,0805/22,JER,0910/22,LGW
XX725,22-Apr-17,319,0810/22,GVA,1000/22,LHR
XX2780,22-Apr-17,32E,0810/22,LGW,1210/22,FNC
XX1423,22-Apr-17,319,0810/22,BHD,0935/22,LHR
XX473,22-Apr-17,32A,0810/22,BCN,1035/22,LHR
XX813,22-Apr-17,319,0810/22,CPH,1015/22,LHR
XX2622,22-Apr-17,31N,0815/22,LGW,1030/22,NCE
XX429,22-Apr-17,32A,0815/22,AMS,0940/22,LHR
XX1438,22-Apr-17,32Z,0815/22,LHR,0940/22,EDI
XX878,22-Apr-17,32A,0820/22,LHR,1135/22,LED
XX576,22-Apr-17,319,0820/22,LHR,1020/22,LIN
XX711,22-Apr-17,319,0820/22,ZRH,1015/22,LHR
XX2714,22-Apr-17,32G,0820/22,LGW,1125/22,AGP
XX053,22-Apr-17,77Y,0820/22,LHR,1815/22,SEA
XX333,22-Apr-17,319,0820/22,ORY,0945/22,LHR
XX2759,22-Apr-17,31N,0825/22,AMS,0940/22,LGW
XX712,22-Apr-17,32A,0825/22,LHR,1020/22,ZRH
XX728,22-Apr-17,32A,0825/22,LHR,1010/22,GVA
XX307,22-Apr-17,319,0830/22,CDG,0955/22,LHR
XX1341,22-Apr-17,319,0830/22,LBA,0945/22,LHR
XX2688,22-Apr-17,31N,0830/22,LGW,1035/22,GOA
XX949,22-Apr-17,319,0830/22,MUC,1035/22,LHR
XX417,22-Apr-17,32A,0835/22,LUX,1005/22,LHR
XX484,22-Apr-17,32A,0835/22,LHR,1045/22,BCN
XX2707,22-Apr-17,32E,0835/22,BCN,1055/22,LGW
XX965,22-Apr-17,319,0835/22,HAM,1025/22,LHR
XX346,22-Apr-17,767,0840/22,LHR,1045/22,NCE
XX175,22-Apr-17,74S,0840/22,LHR,1625/22,JFK
XX1389,22-Apr-17,32A,0840/22,MAN,0950/22,LHR
XX217,22-Apr-17,74S,0840/22,LHR,1645/22,IAD
XX8005,22-Apr-17,75O,0845/22,ORY,1725/22,JFK
XX862,22-Apr-17,32A,0850/22,LHR,1055/22,PRG
XX937,22-Apr-17,319,0850/22,DUS,1025/22,LHR
XX1468,22-Apr-17,319,0850/22,LHR,1030/22,INV
XX283,22-Apr-17,38A,0850/22,LHR,2005/22,LAX
XX195,22-Apr-17,77Z,0855/22,LHR,1915/22,IAH
XX457,22-Apr-17,767,0855/22,MAD,1115/22,LHR
XX903,22-Apr-17,767,0855/22,FRA,1045/22,LHR
XX1476,22-Apr-17,32A,0855/22,LHR,1025/22,GLA
XX814,22-Apr-17,321,0855/22,LHR,1055/22,CPH
XX2631,22-Apr-17,767,0855/22,ALC,1140/22,LGW
XX2159,22-Apr-17,77C,0900/22,LGW,1745/22,UVF
XX1386,22-Apr-17,32A,0905/22,LHR,1010/22,MAN
XX791,22-Apr-17,319,0905/22,GOT,1120/22,LHR
XX805,22-Apr-17,319,0910/22,BLL,1105/22,LHR
XX367,22-Apr-17,32A,0910/22,MRS,1115/22,LHR
XX2607,22-Apr-17,32M,0910/22,NAP,1200/22,LGW
XX1436,22-Apr-17,32A,0915/22,LHR,1045/22,EDI
XX373,22-Apr-17,32A,0915/22,TLS,1115/22,LHR
XX139,22-Apr-17,789,0915/22,LHR,1815/22,BOM
XX919,22-Apr-17,319,0920/22,STR,1110/22,LHR
XX977,22-Apr-17,319,0920/22,HAJ,1100/22,LHR
XX2279,22-Apr-17,77K,0920/22,LGW,2015/22,OAK
XX855,22-Apr-17,32A,0920/22,PRG,1130/22,LHR
XX143,22-Apr-17,789,0925/22,LHR,1755/22,DEL
XX574,22-Apr-17,319,0925/22,LHR,1125/22,LIN
XX962,22-Apr-17,319,0925/22,LHR,1105/22,HAM
XX393,22-Apr-17,319,0925/22,BRU,1040/22,LHR
XX565,22-Apr-17,319,0925/22,LIN,1130/22,LHR
XX065,22-Apr-17,74V,0930/22,LHR,1800/22,NBO
XX2157,22-Apr-17,77D,0930/22,LGW,1800/22,ANU
XX2601,22-Apr-17,31N,0930/22,PSA,1145/22,LGW
XX2679,22-Apr-17,32E,0930/22,DBV,1225/22,LGW
XX2583,22-Apr-17,32M,0935/22,VCE,1150/22,LGW
XX2713,22-Apr-17,31N,0935/22,AGP,1230/22,LGW
XX185,22-Apr-17,77Y,0935/22,LHR,1720/22,EWR
XX777,22-Apr-17,321,0935/22,ARN,1220/22,LHR
XX763,22-Apr-17,32A,0935/22,OSL,1205/22,LHR
XX479,22-Apr-17,32A,0935/22,BCN,1200/22,LHR
XX431,22-Apr-17,32Z,0935/22,AMS,1055/22,LHR
XX834,22-Apr-17,32A,0935/22,LHR,1105/22,DUB
XX1479,22-Apr-17,32J,0935/22,GLA,1110/22,LHR
XX492,22-Apr-17,32A,0940/22,LHR,1235/22,GIB
XX1327,22-Apr-17,321,0940/22,NCL,1100/22,LHR
XX207,22-Apr-17,74V,0940/22,LHR,1900/22,MIA
XX938,22-Apr-17,319,0945/22,LHR,1110/22,DUS
XX685,22-Apr-17,32A,0945/22,INN,1150/22,LHR
XX573,22-Apr-17,319,0945/22,MXP,1150/22,LHR
XX847,22-Apr-17,32A,0945/22,WAW,1230/22,LHR
XX553,22-Apr-17,767,0945/22,FCO,1235/22,LHR
XX546,22-Apr-17,321,0945/22,LHR,1215/22,FCO
XX308,22-Apr-17,321,0945/22,LHR,1105/22,CDG
XX474,22-Apr-17,32A,0950/22,LHR,1200/22,BCN
XX295,22-Apr-17,74V,0950/22,LHR,1825/22,ORD
XX343,22-Apr-17,321,0950/22,NCE,1205/22,LHR
XX992,22-Apr-17,32A,0950/22,LHR,1140/22,TXL
XX753,22-Apr-17,319,0950/22,BSL,1135/22,LHR
XX235,22-Apr-17,32J,0955/22,LHR,1350/22,DME
XX727,22-Apr-17,319,0955/22,GVA,1140/22,LHR
XX697,22-Apr-17,32A,0955/22,VIE,1225/22,LHR
XX904,22-Apr-17,319,1000/22,LHR,1145/22,FRA
XX886,22-Apr-17,32A,1000/22,LHR,1320/22,OTP
XX2760,22-Apr-17,31N,1000/22,LGW,1120/22,AMS
XX2597,22-Apr-17,32E,1000/22,VRN,1205/22,LGW
XX827,22-Apr-17,32A,1005/22,DUB,1135/22,LHR
XX1307,22-Apr-17,32A,1005/22,ABZ,1145/22,LHR
XX2937,22-Apr-17,31N,1005/22,EDI,1140/22,LGW
XX2643,22-Apr-17,32E,1010/22,SKG,1335/22,LGW
XX501,22-Apr-17,32A,1010/22,LIS,1300/22,LHR
XX213,22-Apr-17,74S,1015/22,LHR,1730/22,BOS
XX452,22-Apr-17,321,1015/22,LHR,1245/22,IBZ
XX541,22-Apr-17,321,1020/22,BLQ,1240/22,LHR
XX2037,22-Apr-17,77D,1020/22,LGW,1935/22,MCO
XX459,22-Apr-17,77Y,1020/22,MAD,1250/22,LHR
XX759,22-Apr-17,321,1020/22,BGO,1230/22,LHR
XX467,22-Apr-17,32A,1020/22,BIO,1215/22,LHR
XX173,22-Apr-17,74S,1020/22,LHR,1805/22,JFK
XX983,22-Apr-17,319,1025/22,TXL,1230/22,LHR
XX794,22-Apr-17,32A,1025/22,LHR,1320/22,HEL
XX1443,22-Apr-17,32Z,1025/22,EDI,1200/22,LHR
XX2155,22-Apr-17,77C,1025/22,LGW,1905/22,BGI
XX1430,22-Apr-17,319,1025/22,LHR,1150/22,BHD
XX285,22-Apr-17,74S,1025/22,LHR,2120/22,SFO
XX075,22-Apr-17,77Y,1030/22,LHR,1655/22,LOS
XX2586,22-Apr-17,31N,1030/22,LGW,1240/22,VCE
XX344,22-Apr-17,32A,1030/22,LHR,1235/22,NCE
XX639,22-Apr-17,32A,1030/22,ATH,1435/22,LHR
XX849,22-Apr-17,32A,1030/22,ZAG,1300/22,LHR
XX830,22-Apr-17,319,1035/22,LHR,1200/22,DUB
XX2167,22-Apr-17,77D,1035/22,LGW,2000/22,TPA
XX730,22-Apr-17,319,1035/22,LHR,1220/22,GVA
XX2736,22-Apr-17,31N,1035/22,LGW,1225/22,GVA
XX1442,22-Apr-17,32A,1040/22,LHR,1205/22,EDI
XX007,22-Apr-17,77G,1040/22,LHR,2215/22,HND
XX951,22-Apr-17,319,1040/22,MUC,1245/22,LHR
XX662,22-Apr-17,767,1045/22,LHR,1520/22,LCA
XX434,22-Apr-17,32A,1045/22,LHR,1205/22,AMS
XX679,22-Apr-17,32A,1050/22,IST,1505/22,LHR
XX549,22-Apr-17,32A,1055/22,FCO,1350/22,LHR
XX2543,22-Apr-17,32E,1055/22,FCO,1340/22,LGW
XX193,22-Apr-17,74V,1055/22,LHR,2045/22,DFW
XX125,22-Apr-17,77X,1055/22,LHR,1730/22,BAH
XX358,22-Apr-17,32A,1055/22,LHR,1235/22,LYS
XX1391,22-Apr-17,32A,1100/22,MAN,1210/22,LHR
XX2695,22-Apr-17,32E,1100/22,FAO,1350/22,LGW
XX2591,22-Apr-17,32M,1100/22,BRI,1400/22,LGW
XX1482,22-Apr-17,319,1100/22,LHR,1230/22,GLA
XX191,22-Apr-17,789,1100/22,LHR,2120/22,AUS
XX562,22-Apr-17,319,1100/22,LHR,1300/22,LIN
XX1469,22-Apr-17,319,1105/22,INV,1240/22,LHR
XX891,22-Apr-17,32A,1105/22,SOF,1435/22,LHR
XX746,22-Apr-17,319,1110/22,LHR,1300/22,SVG
XX1483,22-Apr-17,32A,1110/22,GLA,1240/22,LHR
XX713,22-Apr-17,32A,1110/22,ZRH,1305/22,LHR
XX867,22-Apr-17,32A,1110/22,BUD,1355/22,LHR
XX729,22-Apr-17,32A,1110/22,GVA,1255/22,LHR
XX579,22-Apr-17,32A,1110/22,VCE,1330/22,LHR
XX714,22-Apr-17,319,1115/22,LHR,1305/22,ZRH
XX2623,22-Apr-17,31N,1115/22,NCE,1320/22,LGW
XX577,22-Apr-17,319,1120/22,LIN,1325/22,LHR
XX2681,22-Apr-17,32M,1120/22,DBV,1410/22,LGW
XX015,21-Apr-17,77G,1125/22,SIN,1910/22,SYD
XX883,22-Apr-17,32A,1125/22,KBP,1505/22,LHR
XX490,22-Apr-17,32A,1125/22,LHR,1420/22,GIB
XX1308,22-Apr-17,319,1125/22,LHR,1305/22,ABZ
XX2689,22-Apr-17,31N,1125/22,GOA,1325/22,LGW
XX1388,22-Apr-17,32A,1130/22,LHR,1235/22,MAN
XX485,22-Apr-17,32A,1130/22,BCN,1355/22,LHR
XX249,22-Apr-17,77Z,1130/22,LHR,2315/22,GIG
XX017,22-Apr-17,78B,1135/22,LHR,2230/22,ICN
XX8003,22-Apr-17,76L,1140/22,ORY,2015/22,EWR
XX863,22-Apr-17,32A,1140/22,PRG,1350/22,LHR
XX067,22-Apr-17,74S,1140/22,LHR,1925/22,PHL
XX073,22-Apr-17,789,1140/22,LHR,1855/22,AUH
XX665,22-Apr-17,32A,1140/22,LCA,1645/22,LHR
XX952,22-Apr-17,32A,1140/22,LHR,1335/22,MUC
XX815,22-Apr-17,321,1145/22,CPH,1355/22,LHR
XX560,22-Apr-17,321,1145/22,LHR,1420/22,FCO
XX984,22-Apr-17,32Z,1150/22,LHR,1345/22,TXL
XX238,22-Apr-17,77Y,1150/22,BOS,1825/22,LHR
XX450,22-Apr-17,321,1150/22,LHR,1415/22,PMI
XX835,22-Apr-17,32A,1150/22,DUB,1325/22,LHR
XX2676,22-Apr-17,32E,1155/22,LGW,1625/22,PFO
XX347,22-Apr-17,767,1155/22,NCE,1410/22,LHR
XX334,22-Apr-17,319,1155/22,LHR,1320/22,ORY
XX178,22-Apr-17,74S,1155/22,JFK,1845/22,LHR
XX107,22-Apr-17,77Y,1155/22,LHR,1910/22,DXB
XX939,22-Apr-17,319,1200/22,DUS,1330/22,LHR
XX438,22-Apr-17,321,1200/22,LHR,1320/22,AMS
XX2203,22-Apr-17,77K,1200/22,LGW,2230/22,CUN
XX969,22-Apr-17,319,1200/22,HAM,1345/22,LHR
XX177,22-Apr-17,74V,1200/22,LHR,1955/22,JFK
XX315,22-Apr-17,321,1205/22,CDG,1325/22,LHR
XX2761,22-Apr-17,31N,1205/22,AMS,1320/22,LGW
XX1416,22-Apr-17,319,1205/22,LHR,1330/22,BHD
XX035,22-Apr-17,78B,1205/22,LHR,2200/22,MAA
