Flt ID,Flt Dt (Z),A/C Type,STD,Dep Arp,STA,Arv Arp
XX198,04/19/2017,77G,0740/19,BOM,1725/19,LHR
XX124,04/19/2017,77X,2200/19,BAH,0515/20,LHR
XX192,04/19/2017,74V,2315/19,DFW,0810/20,LHR
XX176,04/19/2017,74S,2330/19,JFK,0635/20,LHR
XX036,04/20/2017,78B,0001/20,MAA,1050/20,LHR
XX116,04/20/2017,74S,0015/20,JFK,0725/20,LHR
XX8004,04/20/2017,76L,0025/20,EWR,0755/20,ORY
XX208,04/20/2017,38A,0040/20,MIA,0920/20,LHR
XX172,04/20/2017,74S,0045/20,JFK,0750/20,LHR
XX248,04/20/2017,77Z,0045/20,GIG,1205/20,LHR
XX228,04/20/2017,78B,0125/20,BWI,0835/20,LHR
XX202,04/20/2017,77Y,0125/20,BOS,0800/20,LHR
XX196,04/20/2017,77Z,0125/20,IAH,1045/20,LHR
XX188,04/20/2017,789,0130/20,EWR,0820/20,LHR
XX118,04/20/2017,77J,0130/20,BLR,1210/20,LHR
XX114,04/20/2017,77Z,0130/20,JFK,0835/20,LHR
XX218,04/20/2017,74V,0130/20,DEN,1030/20,LHR
XX094,04/20/2017,78B,0135/20,YUL,0805/20,LHR
XX018,04/20/2017,78B,0135/20,ICN,1330/20,LHR
XX296,04/20/2017,77Y,0140/20,ORD,0925/20,LHR
XX276,04/20/2017,78B,0145/20,HYD,1210/20,LHR
XX098,04/20/2017,789,0150/20,YYZ,0855/20,LHR
XX2272,04/20/2017,77D,0200/20,JFK,0900/20,LGW
XX226,04/20/2017,77G,0215/20,ATL,1025/20,LHR
XX224,04/20/2017,78B,0215/20,MSY,1055/20,LHR
XX048,04/20/2017,74S,0215/20,SEA,1125/20,LHR
XX292,04/20/2017,74V,0220/20,IAD,0930/20,LHR
XX286,04/20/2017,38A,0230/20,SFO,1300/20,LHR
XX214,04/20/2017,77Y,0240/20,BOS,0910/20,LHR
XX242,04/20/2017,74S,0240/20,MEX,1310/20,LHR
XX288,04/20/2017,74V,0240/20,PHX,1235/20,LHR
XX236,04/20/2017,32J,0245/20,DME,0655/20,LHR
XX182,04/20/2017,77Y,0255/20,JFK,1000/20,LHR
XX2238,04/20/2017,77K,0255/20,LIM,1515/20,LGW
XX168,04/20/2017,789,0300/20,PVG,1530/20,LHR
XX278,04/20/2017,789,0305/20,SJC,1320/20,LHR
XX038,04/20/2017,77G,0315/20,PEK,1430/20,LHR
XX272,04/20/2017,77G,0340/20,SAN,1420/20,LHR
XX006,04/20/2017,789,0355/20,NRT,1630/20,LHR
XX084,04/20/2017,74V,0355/20,YVR,1315/20,LHR
XX152,04/20/2017,77J,0405/20,IKA,1020/20,LHR
XX080,04/20/2017,77Z,0405/20,MCT,1220/20,LHR
XX102,04/20/2017,78B,0420/20,YYC,1300/20,LHR
XX274,04/20/2017,74V,0430/20,LAS,1430/20,LHR
XX146,04/20/2017,32J,0435/20,AMM,1015/20,LHR
XX268,04/20/2017,38A,0435/20,LAX,1505/20,LHR
XX010,04/20/2017,77J,0440/20,BKK,1720/20,LHR
XX166,04/20/2017,77Y,0445/20,TLV,1010/20,TLV
XX795,04/20/2017,32A,0445/20,HEL,0800/20,LHR
XX166,04/20/2017,77Y,0445/20,TLV,1010/20,LHR
XX256,04/20/2017,789,0450/20,DEL,1420/20,LHR
XX853,04/20/2017,32A,0450/20,PRG,0700/20,LHR
XX751,04/20/2017,319,0450/20,BSL,0635/20,LHR
XX016,04/20/2017,77G,0450/20,SYD,1305/20,SIN
XX365,04/20/2017,32A,0450/20,LYS,0635/20,LHR
XX971,04/20/2017,319,0500/20,HAJ,0645/20,LHR
XX803,04/20/2017,321,0500/20,GOT,0715/20,LHR
XX709,04/20/2017,319,0500/20,ZRH,0655/20,LHR
XX631,04/20/2017,32A,0500/20,ATH,0900/20,LHR
XX389,04/20/2017,319,0505/20,BRU,0620/20,LHR
XX1321,04/20/2017,32A,0505/20,NCL,0625/20,LHR
XX963,04/20/2017,32A,0505/20,HAM,0645/20,LHR
XX981,04/20/2017,32A,0505/20,TXL,0710/20,LHR
XX477,04/20/2017,32A,0510/20,BCN,0735/20,LHR
XX901,04/20/2017,319,0515/20,FRA,0710/20,LHR
XX935,04/20/2017,319,0520/20,DUS,0650/20,LHR
XX108,04/20/2017,77Y,0520/20,DXB,1315/20,LHR
XX456,04/20/2017,767,0520/20,LHR,0740/20,MAD
XX811,04/20/2017,321,0520/20,CPH,0735/20,LHR
XX947,04/20/2017,319,0520/20,MUC,0730/20,LHR
XX156,04/20/2017,74V,0520/20,KWI,1215/20,LHR
XX885,04/20/2017,321,0525/20,OTP,0900/20,LHR
XX865,04/20/2017,32A,0525/20,BUD,0810/20,LHR
XX303,04/20/2017,319,0525/20,CDG,0645/20,LHR
XX723,04/20/2017,319,0525/20,GVA,0710/20,LHR
XX561,04/20/2017,32A,0525/20,LIN,0730/20,LHR
XX2582,04/20/2017,32E,0530/20,LGW,0745/20,VCE
XX132,04/20/2017,789,0530/20,JED,1210/20,LHR
XX341,04/20/2017,32A,0530/20,NCE,0745/20,LHR
XX2606,04/20/2017,32M,0535/20,LGW,0820/20,NAP
XX388,04/20/2017,319,0535/20,LHR,0650/20,BRU
XX2786,04/20/2017,31N,0540/20,LGW,0715/20,BOD
XX360,04/20/2017,32A,0540/20,LHR,0715/20,LYS
XX2630,04/20/2017,32E,0540/20,LGW,0810/20,ALC
XX2931,04/20/2017,31N,0540/20,EDI,0715/20,LGW
XX428,04/20/2017,767,0540/20,LHR,0705/20,AMS
XX2706,04/20/2017,E9X,0540/20,LGW,0745/20,BCN
XX761,04/20/2017,32A,0545/20,OSL,0815/20,LHR
XX724,04/20/2017,319,0545/20,LHR,0720/20,GVA
XX1382,04/20/2017,32A,0545/20,LHR,0645/20,MAN
XX832,04/20/2017,32A,0545/20,LHR,0710/20,DUB
XX771,04/20/2017,319,0545/20,ARN,0830/20,LHR
XX2953,04/20/2017,31N,0545/20,GLA,0720/20,LGW
XX599,04/20/2017,32Z,0545/20,VCE,0810/20,LHR
XX423,04/20/2017,321,0545/20,AMS,0700/20,LHR
XX122,04/20/2017,77Y,0545/20,DOH,1305/20,LHR
XX1385,04/20/2017,32A,0545/20,MAN,0655/20,LHR
XX1427,04/20/2017,32A,0545/20,BHD,0715/20,LHR
XX675,04/20/2017,32A,0550/20,IST,1005/20,LHR
XX148,04/20/2017,32J,0550/20,BEY,1110/20,LHR
XX699,04/20/2017,32A,0550/20,VIE,0820/20,LHR
XX1435,04/20/2017,767,0555/20,EDI,0735/20,LHR
XX1301,04/20/2017,32A,0555/20,ABZ,0735/20,LHR
XX638,04/20/2017,32A,0555/20,LHR,0940/20,ATH
XX948,04/20/2017,32A,0555/20,LHR,0745/20,MUC
XX1475,04/20/2017,32C,0555/20,GLA,0730/20,LHR
XX154,04/20/2017,789,0600/20,CAI,1110/20,LHR
XX710,04/20/2017,319,0600/20,LHR,0745/20,ZRH
XX551,04/20/2017,32A,0600/20,FCO,0850/20,LHR
XX552,04/20/2017,767,0600/20,LHR,0835/20,FCO
XX1432,04/20/2017,319,0600/20,LHR,0720/20,EDI
XX678,04/20/2017,32A,0600/20,LHR,0955/20,IST
XX331,04/20/2017,32A,0605/20,ORY,0730/20,LHR
XX2767,04/20/2017,31N,0605/20,JER,0710/20,LGW
XX902,04/20/2017,767,0605/20,LHR,0740/20,FRA
XX812,04/20/2017,32A,0605/20,LHR,0755/20,CPH
XX332,04/20/2017,319,0605/20,LHR,0730/20,ORY
XX1414,04/20/2017,319,0610/20,LHR,0730/20,BHD
XX2688,04/20/2017,32E,0610/20,LGW,0815/20,GOA
XX2712,04/20/2017,32M,0610/20,LGW,0905/20,AGP
XX082,04/20/2017,77Z,0610/20,ABV,1245/20,LHR
XX964,04/20/2017,319,0610/20,LHR,0745/20,HAM
XX1324,04/20/2017,32A,0610/20,LHR,0720/20,NCL
XX583,04/20/2017,319,0610/20,MXP,0815/20,LHR
XX1472,04/20/2017,32A,0615/20,LHR,0740/20,GLA
XX1304,04/20/2017,319,0615/20,LHR,0745/20,ABZ
XX664,04/20/2017,32A,0615/20,LHR,1050/20,LCA
XX2956,04/20/2017,31N,0615/20,LGW,0745/20,GLA
XX990,04/20/2017,319,0615/20,LHR,0805/20,TXL
XX2594,04/20/2017,32E,0615/20,LGW,0930/20,CTA
XX304,04/20/2017,32A,0615/20,LHR,0735/20,CDG
XX543,04/20/2017,319,0620/20,BLQ,0840/20,LHR
XX2936,04/20/2017,31N,0620/20,LGW,0745/20,EDI
XX776,04/20/2017,32A,0620/20,LHR,0850/20,ARN
XX366,04/20/2017,32A,0620/20,LHR,0815/20,MRS
XX458,04/20/2017,77Y,0620/20,LHR,0850/20,MAD
XX846,04/20/2017,32A,0625/20,LHR,0850/20,WAW
XX499,04/20/2017,32A,0625/20,LIS,0910/20,LHR
XX2622,04/20/2017,32G,0625/20,LGW,0840/20,NCE
XX831,04/20/2017,319,0630/20,DUB,0810/20,LHR
XX377,04/20/2017,321,0630/20,TLS,0830/20,LHR
XX9498,04/20/2017,318,0630/20,LHR,0628/21,LHR
XX500,04/20/2017,32A,0630/20,LHR,0915/20,LIS
XX936,04/20/2017,321,0635/20,LHR,0755/20,DUS
XX610,04/20/2017,32A,0635/20,LHR,0940/20,PMO
XX564,04/20/2017,319,0635/20,LHR,0835/20,LIN
XX2596,04/20/2017,32M,0635/20,LGW,0845/20,VRN
XX854,04/20/2017,32A,0635/20,LHR,0835/20,PRG
XX790,04/20/2017,319,0635/20,LHR,0830/20,GOT
XX372,04/20/2017,32A,0640/20,LHR,0830/20,TLS
XX478,04/20/2017,32A,0640/20,LHR,0850/20,BCN
XX1491,04/20/2017,319,0645/20,GLA,0815/20,LHR
XX162,04/20/2017,32J,0645/20,TLV,1220/20,LHR
XX762,04/20/2017,32A,0645/20,LHR,0855/20,OSL
XX1434,04/20/2017,32A,0645/20,LHR,0810/20,EDI
XX804,04/20/2017,319,0645/20,LHR,0825/20,BLL
XX572,04/20/2017,32A,0650/20,LHR,0850/20,MXP
XX2758,04/20/2017,31N,0650/20,LGW,0810/20,AMS
XX342,04/20/2017,321,0650/20,LHR,0855/20,NCE
XX2678,04/20/2017,32E,0650/20,LGW,0940/20,DBV
XX918,04/20/2017,319,0655/20,LHR,0835/20,STR
XX1340,04/20/2017,319,0655/20,LHR,0755/20,LBA
XX696,04/20/2017,32A,0655/20,LHR,0910/20,VIE
XX976,04/20/2017,319,0700/20,LHR,0830/20,HAJ
XX1461,04/20/2017,319,0700/20,EDI,0830/20,LHR
XX2770,04/20/2017,31N,0700/20,LGW,0810/20,JER
XX1370,04/20/2017,32A,0700/20,LHR,0800/20,MAN
XX165,04/20/2017,789,0710/20,LHR,1200/20,TLV
XX2542,04/20/2017,32E,0715/20,LGW,1000/20,FCO
XX906,04/20/2017,319,0715/20,LHR,0855/20,FRA
XX540,04/20/2017,32A,0715/20,LHR,0925/20,BLQ
XX890,04/20/2017,321,0715/20,LHR,1025/20,SOF
XX726,04/20/2017,319,0720/20,LHR,0900/20,GVA
XX1474,04/20/2017,32J,0720/20,LHR,0850/20,GLA
XX416,04/20/2017,32A,0720/20,LHR,0840/20,LUX
XX882,04/20/2017,32A,0720/20,LHR,1035/20,KBP
XX430,04/20/2017,321,0720/20,LHR,0840/20,AMS
XX604,04/20/2017,321,0725/20,LHR,0935/20,PSA
XX2546,04/20/2017,32E,0725/20,LGW,1025/20,ALG
XX392,04/20/2017,319,0725/20,LHR,0835/20,BRU
XX548,04/20/2017,319,0730/20,LHR,1000/20,FCO
XX117,04/20/2017,74V,0730/20,LHR,1510/20,JFK
XX466,04/20/2017,32A,0735/20,LHR,0930/20,BIO
XX752,04/20/2017,319,0735/20,LHR,0910/20,BSL
XX1387,04/20/2017,32A,0735/20,MAN,0845/20,LHR
XX198,04/20/2017,77G,0740/20,BOM,1725/20,LHR
XX982,04/20/2017,319,0745/20,LHR,0935/20,TXL
XX391,04/20/2017,319,0745/20,BRU,0905/20,LHR
XX233,04/20/2017,77Y,0745/20,LHR,1135/20,DME
XX306,04/20/2017,319,0750/20,LHR,0915/20,CDG
XX2694,04/20/2017,32E,0750/20,LGW,1045/20,FAO
XX866,04/20/2017,32A,0750/20,LHR,1020/20,BUD
XX1306,04/20/2017,32A,0750/20,LHR,0925/20,ABZ
XX833,04/20/2017,32A,0755/20,DUB,0925/20,LHR
XX828,04/20/2017,319,0755/20,LHR,0920/20,DUB
XX640,04/20/2017,32A,0755/20,LHR,1135/20,ATH
XX578,04/20/2017,321,0755/20,LHR,1005/20,VCE
XX1439,04/20/2017,319,0800/20,EDI,0935/20,LHR
XX950,04/20/2017,32A,0800/20,LHR,0955/20,MUC
XX361,04/20/2017,32A,0800/20,LYS,0945/20,LHR
XX1325,04/20/2017,32A,0800/20,NCL,0920/20,LHR
XX2787,04/20/2017,31N,0800/20,BOD,0935/20,LGW
XX1423,04/20/2017,319,0810/20,BHD,0935/20,LHR
XX725,04/20/2017,319,0810/20,GVA,1000/20,LHR
XX1438,04/20/2017,321,0815/20,LHR,0940/20,EDI
XX429,04/20/2017,767,0815/20,AMS,0940/20,LHR
XX333,04/20/2017,319,0820/20,ORY,0945/20,LHR
XX878,04/20/2017,32A,0820/20,LHR,1135/20,LED
XX576,04/20/2017,319,0820/20,LHR,1020/20,LIN
XX053,04/20/2017,77Y,0820/20,LHR,1815/20,SEA
XX728,04/20/2017,319,0825/20,LHR,1010/20,GVA
XX1477,04/20/2017,32A,0825/20,GLA,1000/20,LHR
XX712,04/20/2017,32A,0825/20,LHR,1020/20,ZRH
XX1326,04/20/2017,32A,0825/20,LHR,0940/20,NCL
XX1305,04/20/2017,319,0825/20,ABZ,1010/20,LHR
XX711,04/20/2017,319,0825/20,ZRH,1020/20,LHR
XX2957,04/20/2017,31N,0830/20,GLA,1005/20,LGW
XX949,04/20/2017,32A,0830/20,MUC,1035/20,LHR
XX307,04/20/2017,32A,0830/20,CDG,0955/20,LHR
XX1341,04/20/2017,319,0830/20,LBA,0945/20,LHR
XX2583,04/20/2017,32E,0830/20,VCE,1045/20,LGW
XX2707,04/20/2017,E9X,0830/20,BCN,1050/20,LGW
XX965,04/20/2017,319,0835/20,HAM,1025/20,LHR
XX484,04/20/2017,32A,0835/20,LHR,1045/20,BCN
XX175,04/20/2017,74S,0840/20,LHR,1625/20,JFK
XX2714,04/20/2017,31N,0840/20,LGW,1140/20,AGP
XX1389,04/20/2017,32A,0840/20,MAN,0950/20,LHR
XX001,04/20/2017,318,0840/20,LCY,1000/20,SNN
XX2937,04/20/2017,31N,0840/20,EDI,1015/20,LGW
XX346,04/20/2017,767,0840/20,LHR,1045/20,NCE
XX217,04/20/2017,74S,0840/20,LHR,1645/20,IAD
XX1468,04/20/2017,32A,0845/20,LHR,1025/20,INV
XX8005,04/20/2017,75O,0845/20,ORY,1725/20,JFK
XX283,04/20/2017,38A,0850/20,LHR,2005/20,LAX
XX862,04/20/2017,32A,0850/20,LHR,1055/20,PRG
XX937,04/20/2017,321,0850/20,DUS,1025/20,LHR
XX457,04/20/2017,767,0855/20,MAD,1115/20,LHR
XX2771,04/20/2017,31N,0855/20,JER,0955/20,LGW
XX814,04/20/2017,32A,0855/20,LHR,1055/20,CPH
XX2631,04/20/2017,32E,0855/20,ALC,1140/20,LGW
XX760,04/20/2017,319,0855/20,LHR,1100/20,BGO
XX195,04/20/2017,77Z,0855/20,LHR,1915/20,IAH
XX903,04/20/2017,767,0855/20,FRA,1045/20,LHR
XX2759,04/20/2017,31N,0855/20,AMS,1010/20,LGW
XX2689,04/20/2017,32E,0900/20,GOA,1100/20,LGW
XX1476,04/20/2017,32A,0900/20,LHR,1030/20,GLA
XX991,04/20/2017,319,0900/20,TXL,1100/20,LHR
XX2159,04/20/2017,77D,0900/20,LGW,1745/20,UVF
XX1441,04/20/2017,32A,0905/20,EDI,1040/20,LHR
XX813,04/20/2017,32A,0905/20,CPH,1110/20,LHR
XX2607,04/20/2017,32M,0905/20,NAP,1155/20,LGW
XX805,04/20/2017,319,0910/20,BLL,1105/20,LHR
XX700,04/20/2017,32A,0910/20,LHR,1130/20,VIE
XX367,04/20/2017,32A,0910/20,MRS,1115/20,LHR
XX253,04/20/2017,77J,0910/20,LHR,1825/20,NAS
XX1386,04/20/2017,32A,0910/20,LHR,1015/20,MAN
XX139,04/20/2017,789,0915/20,LHR,1815/20,BOM
XX373,04/20/2017,32A,0915/20,TLS,1115/20,LHR
XX104,04/20/2017,77X,0915/20,DXB,1705/20,LHR
XX791,04/20/2017,319,0915/20,GOT,1130/20,LHR
XX977,04/20/2017,319,0920/20,HAJ,1100/20,LHR
XX855,04/20/2017,32A,0920/20,PRG,1130/20,LHR
XX919,04/20/2017,319,0920/20,STR,1110/20,LHR
XX2279,04/20/2017,77K,0920/20,LGW,2015/20,OAK
XX574,04/20/2017,319,0925/20,LHR,1125/20,LIN
XX143,04/20/2017,789,0925/20,LHR,1755/20,DEL
XX393,04/20/2017,319,0925/20,BRU,1040/20,LHR
XX2623,04/20/2017,32G,0925/20,NCE,1130/20,LGW
XX065,04/20/2017,74V,0930/20,LHR,1800/20,NBO
XX417,04/20/2017,32A,0930/20,LUX,1100/20,LHR
XX2597,04/20/2017,32M,0930/20,VRN,1135/20,LGW
XX565,04/20/2017,319,0930/20,LIN,1135/20,LHR
XX2157,04/20/2017,77C,0930/20,LGW,1800/20,ANU
XX1479,04/20/2017,32J,0935/20,GLA,1110/20,LHR
XX185,04/20/2017,77Y,0935/20,LHR,1720/20,EWR
XX834,04/20/2017,32Z,0935/20,LHR,1105/20,DUB
XX763,04/20/2017,32A,0935/20,OSL,1205/20,LHR
XX479,04/20/2017,32A,0935/20,BCN,1200/20,LHR
XX777,04/20/2017,32A,0935/20,ARN,1220/20,LHR
XX431,04/20/2017,321,0935/20,AMS,1055/20,LHR
XX962,04/20/2017,32A,0940/20,LHR,1120/20,HAM
XX207,04/20/2017,74V,0940/20,LHR,1900/20,MIA
XX938,04/20/2017,319,0945/20,LHR,1110/20,DUS
XX546,04/20/2017,321,0945/20,LHR,1215/20,FCO
XX847,04/20/2017,32A,0945/20,WAW,1230/20,LHR
XX553,04/20/2017,767,0945/20,FCO,1235/20,LHR
XX2760,04/20/2017,31N,0950/20,LGW,1110/20,AMS
XX343,04/20/2017,321,0950/20,NCE,1205/20,LHR
XX474,04/20/2017,32A,0950/20,LHR,1200/20,BCN
XX2713,04/20/2017,32M,0950/20,AGP,1250/20,LGW
XX992,04/20/2017,319,0950/20,LHR,1140/20,TXL
XX295,04/20/2017,74V,0950/20,LHR,1825/20,ORD
XX235,04/20/2017,32J,0955/20,LHR,1350/20,DME
XX753,04/20/2017,319,0955/20,BSL,1140/20,LHR
XX573,04/20/2017,32A,0955/20,MXP,1200/20,LHR
XX727,04/20/2017,319,0955/20,GVA,1140/20,LHR
XX697,04/20/2017,32A,0955/20,VIE,1225/20,LHR
XX308,04/20/2017,319,1000/20,LHR,1120/20,CDG
XX886,04/20/2017,321,1000/20,LHR,1320/20,OTP
XX907,04/20/2017,319,1000/20,FRA,1155/20,LHR
XX904,04/20/2017,319,1000/20,LHR,1145/20,FRA
XX827,04/20/2017,319,1005/20,DUB,1135/20,LHR
XX1307,04/20/2017,32A,1005/20,ABZ,1145/20,LHR
XX309,04/20/2017,319,1010/20,CDG,1130/20,LHR
XX501,04/20/2017,32A,1010/20,LIS,1300/20,LHR
XX213,04/20/2017,74S,1015/20,LHR,1730/20,BOS
XX173,04/20/2017,74S,1015/20,LHR,1800/20,JFK
XX2595,04/20/2017,32E,1015/20,CTA,1335/20,LGW
XX778,04/20/2017,32A,1020/20,LHR,1255/20,ARN
XX467,04/20/2017,32A,1020/20,BIO,1215/20,LHR
XX2037,04/20/2017,77D,1020/20,LGW,1935/20,MCO
XX459,04/20/2017,77Y,1020/20,MAD,1250/20,LHR
XX596,04/20/2017,321,1020/20,LHR,1230/20,VCE
XX541,04/20/2017,32A,1020/20,BLQ,1240/20,LHR
XX1327,04/20/2017,32A,1025/20,NCL,1145/20,LHR
XX794,04/20/2017,32A,1025/20,LHR,1320/20,HEL
XX1443,04/20/2017,321,1025/20,EDI,1200/20,LHR
XX2600,04/20/2017,31N,1025/20,LGW,1235/20,PSA
XX2679,04/20/2017,32E,1025/20,DBV,1315/20,LGW
XX983,04/20/2017,319,1025/20,TXL,1230/20,LHR
XX2155,04/20/2017,77C,1025/20,LGW,1905/20,BGI
XX285,04/20/2017,74S,1025/20,LHR,2120/20,SFO
XX1430,04/20/2017,319,1025/20,LHR,1150/20,BHD
XX344,04/20/2017,32A,1030/20,LHR,1235/20,NCE
XX611,04/20/2017,32A,1030/20,PMO,1325/20,LHR
XX075,04/20/2017,77Y,1030/20,LHR,1655/20,LOS
XX702,04/20/2017,32A,1035/20,LHR,1255/20,VIE
XX639,04/20/2017,32A,1035/20,ATH,1440/20,LHR
XX730,04/20/2017,319,1035/20,LHR,1220/20,GVA
XX605,04/20/2017,321,1035/20,PSA,1300/20,LHR
XX1442,04/20/2017,32A,1040/20,LHR,1205/20,EDI
XX951,04/20/2017,32A,1040/20,MUC,1245/20,LHR
XX007,04/20/2017,77G,1040/20,LHR,2215/20,HND
XX434,04/20/2017,32A,1045/20,LHR,1205/20,AMS
XX746,04/20/2017,319,1045/20,LHR,1235/20,SVG
XX662,04/20/2017,767,1045/20,LHR,1520/20,LCA
XX2586,04/20/2017,31N,1050/20,LGW,1300/20,VCE
XX2960,04/20/2017,31N,1050/20,LGW,1220/20,GLA
XX001,04/20/2017,318,1050/20,SNN,1805/20,JFK
XX2543,04/20/2017,32E,1050/20,FCO,1340/20,LGW
XX679,04/20/2017,32A,1050/20,IST,1505/20,LHR
XX193,04/20/2017,74S,1055/20,LHR,2045/20,DFW
XX2167,04/20/2017,77D,1055/20,LGW,2020/20,TPA
XX1482,04/20/2017,32A,1055/20,LHR,1225/20,GLA
XX549,04/20/2017,319,1055/20,FCO,1350/20,LHR
XX125,04/20/2017,77X,1055/20,LHR,1730/20,BAH
XX191,04/20/2017,789,1100/20,LHR,2120/20,AUS
XX562,04/20/2017,32A,1100/20,LHR,1300/20,LIN
XX334,04/20/2017,319,1100/20,LHR,1225/20,ORY
XX2205,04/20/2017,77D,1100/20,LGW,2005/20,PUJ
XX1391,04/20/2017,32A,1100/20,MAN,1210/20,LHR
XX1469,04/20/2017,32A,1105/20,INV,1240/20,LHR
XX1483,04/20/2017,32A,1110/20,GLA,1240/20,LHR
XX1388,04/20/2017,321,1110/20,LHR,1215/20,MAN
XX2940,04/20/2017,31N,1110/20,LGW,1240/20,EDI
XX729,04/20/2017,319,1110/20,GVA,1255/20,LHR
XX1308,04/20/2017,319,1110/20,LHR,1250/20,ABZ
XX2772,04/20/2017,31N,1110/20,LGW,1215/20,JER
XX579,04/20/2017,321,1110/20,VCE,1330/20,LHR
XX713,04/20/2017,32A,1110/20,ZRH,1305/20,LHR
XX867,04/20/2017,32A,1115/20,BUD,1400/20,LHR
XX714,04/20/2017,319,1115/20,LHR,1305/20,ZRH
XX577,04/20/2017,319,1120/20,LIN,1325/20,LHR
XX271,04/20/2017,74V,1120/20,LHR,2205/20,LAS
XX490,04/20/2017,32A,1125/20,LHR,1420/20,GIB
XX394,04/20/2017,319,1125/20,LHR,1240/20,BRU
XX2547,04/20/2017,32E,1125/20,ALG,1420/20,LGW
XX015,04/19/2017,77G,1125/20,SIN,1910/20,SYD
XX883,04/20/2017,32A,1125/20,KBP,1505/20,LHR
XX891,04/20/2017,321,1130/20,SOF,1500/20,LHR
XX485,04/20/2017,32A,1130/20,BCN,1355/20,LHR
XX759,04/20/2017,319,1135/20,BGO,1345/20,LHR
XX2794,04/20/2017,32E,1135/20,LGW,1400/20,VLC
XX017,04/20/2017,78B,1135/20,LHR,2230/20,ICN
XX816,04/20/2017,32A,1140/20,LHR,1340/20,CPH
XX952,04/20/2017,32A,1140/20,LHR,1335/20,MUC
XX073,04/20/2017,789,1140/20,LHR,1855/20,AUH
XX665,04/20/2017,32A,1140/20,LCA,1645/20,LHR
XX863,04/20/2017,32A,1140/20,PRG,1350/20,LHR
XX067,04/20/2017,74S,1140/20,LHR,1925/20,PHL
XX8003,04/20/2017,76L,1140/20,ORY,2015/20,EWR
XX2680,04/20/2017,32E,1140/20,LGW,1425/20,DBV
XX238,04/20/2017,77Y,1145/20,BOS,1820/20,LHR
XX2695,04/20/2017,32E,1145/20,FAO,1435/20,LGW
XX984,04/20/2017,319,1145/20,LHR,1340/20,TXL
XX560,04/20/2017,767,1145/20,LHR,1420/20,FCO
XX1342,04/20/2017,319,1145/20,LHR,1250/20,LBA
XX815,04/20/2017,32A,1145/20,CPH,1355/20,LHR
XX874,04/20/2017,32A,1150/20,LHR,1425/20,BUD
XX835,04/20/2017,32Z,1150/20,DUB,1325/20,LHR
XX178,04/20/2017,74S,1155/20,JFK,1845/20,LHR
XX1416,04/20/2017,319,1155/20,LHR,1320/20,BHD
XX107,04/20/2017,74S,1155/20,LHR,1910/20,DXB
XX347,04/20/2017,767,1155/20,NCE,1410/20,LHR
XX2761,04/20/2017,31N,1155/20,AMS,1310/20,LGW
XX438,04/20/2017,32A,1200/20,LHR,1320/20,AMS
XX2584,04/20/2017,32E,1200/20,LGW,1410/20,VCE
XX177,04/20/2017,77Y,1200/20,LHR,1955/20,JFK
XX939,04/20/2017,319,1200/20,DUS,1330/20,LHR
XX035,04/20/2017,78B,1205/20,LHR,2200/20,MAA
XX1446,04/20/2017,32J,1205/20,LHR,1335/20,EDI
XX368,04/20/2017,32A,1205/20,LHR,1400/20,MRS
XX969,04/20/2017,32A,1210/20,HAM,1355/20,LHR
XX1484,04/20/2017,32A,1210/20,LHR,1340/20,GLA
XX9254P,04/20/2017,E9X,1210/20,LGW,1255/20,STN
XX093,04/20/2017,74S,1210/20,LHR,1955/20,YYZ
XX315,04/20/2017,319,1215/20,CDG,1335/20,LHR
XX836,04/20/2017,319,1215/20,LHR,1340/20,DUB
XX632,04/20/2017,767,1215/20,LHR,1555/20,ATH
XX701,04/20/2017,32A,1220/20,VIE,1450/20,LHR
XX940,04/20/2017,319,1220/20,LHR,1345/20,DUS
XX314,04/20/2017,319,1220/20,LHR,1340/20,CDG
XX575,04/20/2017,319,1220/20,LIN,1425/20,LHR
XX2715,04/20/2017,31N,1225/20,AGP,1520/20,LGW
XX2576,04/20/2017,31N,1225/20,LGW,1420/20,TRN
XX1332,04/20/2017,32C,1225/20,LHR,1340/20,NCL
XX780,04/20/2017,767,1225/20,LHR,1500/20,ARN
XX860,04/20/2017,32A,1225/20,LHR,1430/20,PRG
XX766,04/20/2017,319,1230/20,LHR,1445/20,OSL
XX2039,04/20/2017,77K,1230/20,LGW,2155/20,MCO
XX1415,04/20/2017,319,1230/20,BHD,1355/20,LHR
XX641,04/20/2017,32A,1230/20,ATH,1630/20,LHR
XX993,04/20/2017,319,1230/20,TXL,1435/20,LHR
XX879,04/20/2017,32A,1230/20,LED,1605/20,LHR
XX974,04/20/2017,319,1235/20,LHR,1415/20,HAM
XX905,04/20/2017,319,1235/20,FRA,1425/20,LHR
XX169,04/20/2017,77Z,1240/20,LHR,2355/20,PVG
XX452,04/20/2017,321,1240/20,LHR,1510/20,IBZ
XX396,04/20/2017,319,1240/20,LHR,1355/20,BRU
XX2732,04/20/2017,32E,1240/20,LGW,1700/20,LGW
XX2732,04/20/2017,32E,1240/20,LGW,1700/20,ACE
XX908,04/20/2017,319,1245/20,LHR,1430/20,FRA
XX263,04/20/2017,74S,1245/20,LHR,1930/20,RUH
XX1445,04/20/2017,32A,1245/20,EDI,1415/20,LHR
XX209,04/20/2017,38A,1245/20,LHR,2215/20,MIA
XX850,04/20/2017,32A,1250/20,LHR,1515/20,WAW
