Flt ID,Flt Dt (Z),A/C Type,STD,Dep Arp,STA,Arv Arp
XX1387,04/25/2017,319,0735/25,MAN,0845/25,LHR
XX198,04/25/2017,77G,0740/25,BOM,1725/25,LHR
XX391,04/25/2017,319,0745/25,BRU,0905/25,LHR
XX982,04/25/2017,319,0745/25,LHR,0935/25,TXL
XX233,04/25/2017,77Y,0745/25,LHR,1135/25,DME
XX1306,04/25/2017,32A,0750/25,LHR,0925/25,ABZ
XX866,04/25/2017,32A,0750/25,LHR,1020/25,BUD
XX306,04/25/2017,321,0750/25,LHR,0915/25,CDG
XX2694,04/25/2017,32M,0750/25,LGW,1045/25,FAO
XX833,04/25/2017,319,0755/25,DUB,0925/25,LHR
XX578,04/25/2017,321,0755/25,LHR,1005/25,VCE
XX9174E,04/25/2017,77Y,0800/25,LHR,0925/25,DUB
XX1325,04/25/2017,32A,0800/25,NCL,0920/25,LHR
XX361,04/25/2017,32A,0800/25,LYS,0945/25,LHR
XX640,04/25/2017,32A,0800/25,LHR,1140/25,ATH
XX1439,04/25/2017,32A,0800/25,EDI,0935/25,LHR
XX950,04/25/2017,32A,0800/25,LHR,0955/25,MUC
XX2787,04/25/2017,31N,0800/25,BOD,0935/25,LGW
XX473,04/25/2017,32A,0810/25,BCN,1035/25,LHR
XX1423,04/25/2017,319,0810/25,BHD,0935/25,LHR
XX725,04/25/2017,319,0810/25,GVA,1000/25,LHR
XX429,04/25/2017,767,0815/25,AMS,0940/25,LHR
XX1438,04/25/2017,32A,0815/25,LHR,0940/25,EDI
XX774,04/25/2017,321,0815/25,LHR,1045/25,ARN
XX576,04/25/2017,319,0820/25,LHR,1020/25,LIN
XX2714,04/25/2017,32E,0820/25,LGW,1125/25,AGP
XX333,04/25/2017,319,0820/25,ORY,0945/25,LHR
XX878,04/25/2017,32A,0820/25,LHR,1135/25,LED
XX728,04/25/2017,319,0825/25,LHR,1010/25,GVA
XX1477,04/25/2017,321,0825/25,GLA,1000/25,LHR
XX711,04/25/2017,319,0825/25,ZRH,1020/25,LHR
XX1326,04/25/2017,32Z,0825/25,LHR,0940/25,NCL
XX712,04/25/2017,319,0825/25,LHR,1020/25,ZRH
XX1305,04/25/2017,319,0825/25,ABZ,1010/25,LHR
XX1341,04/25/2017,319,0830/25,LBA,0945/25,LHR
XX307,04/25/2017,319,0830/25,CDG,0955/25,LHR
XX949,04/25/2017,32A,0830/25,MUC,1035/25,LHR
XX2937,04/25/2017,32E,0830/25,EDI,1005/25,LGW
XX484,04/25/2017,32A,0835/25,LHR,1045/25,BCN
XX2707,04/25/2017,32E,0835/25,BCN,1055/25,LGW
XX965,04/25/2017,32A,0835/25,HAM,1025/25,LHR
XX175,04/25/2017,74V,0840/25,LHR,1625/25,JFK
XX217,04/25/2017,74S,0840/25,LHR,1645/25,IAD
XX2957,04/25/2017,31N,0840/25,GLA,1015/25,LGW
XX001,04/25/2017,318,0840/25,LCY,1000/25,SNN
XX346,04/25/2017,321,0840/25,LHR,1045/25,NCE
XX8005,04/25/2017,75O,0845/25,ORY,1725/25,JFK
XX1468,04/25/2017,32A,0845/25,LHR,1025/25,INV
XX283,04/25/2017,38A,0850/25,LHR,2005/25,LAX
XX2771,04/25/2017,31N,0850/25,JER,0950/25,LGW
XX862,04/25/2017,32A,0850/25,LHR,1055/25,PRG
XX2631,04/25/2017,32M,0850/25,ALC,1130/25,LGW
XX1389,04/25/2017,32C,0850/25,MAN,1000/25,LHR
XX937,04/25/2017,321,0850/25,DUS,1025/25,LHR
XX813,04/25/2017,321,0855/25,CPH,1100/25,LHR
XX457,04/25/2017,767,0855/25,MAD,1115/25,LHR
XX903,04/25/2017,767,0855/25,FRA,1045/25,LHR
XX814,04/25/2017,319,0855/25,LHR,1055/25,CPH
XX2759,04/25/2017,32G,0855/25,AMS,1010/25,LGW
XX760,04/25/2017,319,0855/25,LHR,1100/25,BGO
XX1476,04/25/2017,32A,0900/25,LHR,1030/25,GLA
XX195,04/25/2017,77Z,0900/25,LHR,1920/25,IAH
XX2159,04/25/2017,77C,0900/25,LGW,1745/25,UVF
XX991,04/25/2017,32A,0905/25,TXL,1105/25,LHR
XX1441,04/25/2017,767,0905/25,EDI,1040/25,LHR
XX1386,04/25/2017,319,0910/25,LHR,1015/25,MAN
XX805,04/25/2017,319,0910/25,BLL,1105/25,LHR
XX700,04/25/2017,32A,0910/25,LHR,1130/25,VIE
XX1310,04/25/2017,319,0910/25,LHR,1050/25,ABZ
XX367,04/25/2017,32A,0910/25,MRS,1115/25,LHR
XX930,04/25/2017,32A,0915/25,LHR,1110/25,MUC
XX373,04/25/2017,319,0915/25,TLS,1115/25,LHR
XX139,04/25/2017,789,0915/25,LHR,1815/25,BOM
XX791,04/25/2017,32A,0915/25,GOT,1130/25,LHR
XX2607,04/25/2017,32E,0915/25,NAP,1205/25,LGW
XX676,04/25/2017,32A,0920/25,LHR,1325/25,IST
XX855,04/25/2017,32A,0920/25,PRG,1130/25,LHR
XX977,04/25/2017,319,0920/25,HAJ,1100/25,LHR
XX919,04/25/2017,319,0920/25,STR,1110/25,LHR
XX2157,04/25/2017,77D,0920/25,LGW,1750/25,ANU
XX393,04/25/2017,32A,0925/25,BRU,1040/25,LHR
XX574,04/25/2017,319,0925/25,LHR,1125/25,LIN
XX143,04/25/2017,789,0925/25,LHR,1755/25,DEL
XX565,04/25/2017,32A,0930/25,LIN,1135/25,LHR
XX417,04/25/2017,32A,0930/25,LUX,1100/25,LHR
XX065,04/25/2017,74V,0930/25,LHR,1800/25,NBO
XX2960,04/25/2017,32M,0935/25,LGW,1105/25,GLA
XX834,04/25/2017,32A,0935/25,LHR,1105/25,DUB
XX1479,04/25/2017,32J,0935/25,GLA,1110/25,LHR
XX777,04/25/2017,32A,0935/25,ARN,1220/25,LHR
XX479,04/25/2017,32A,0935/25,BCN,1200/25,LHR
XX763,04/25/2017,319,0935/25,OSL,1205/25,LHR
XX2713,04/25/2017,31N,0935/25,AGP,1230/25,LGW
XX2583,04/25/2017,32E,0935/25,VCE,1150/25,LGW
XX185,04/25/2017,77Z,0935/25,LHR,1720/25,EWR
XX962,04/25/2017,319,0940/25,LHR,1120/25,HAM
XX431,04/25/2017,319,0940/25,AMS,1100/25,LHR
XX546,04/25/2017,321,0940/25,LHR,1210/25,FCO
XX207,04/25/2017,74V,0940/25,LHR,1900/25,MIA
XX553,04/25/2017,767,0945/25,FCO,1235/25,LHR
XX2679,04/25/2017,32M,0945/25,DBV,1235/25,LGW
XX938,04/25/2017,32A,0945/25,LHR,1110/25,DUS
XX847,04/25/2017,32A,0945/25,WAW,1230/25,LHR
XX2597,04/25/2017,31N,0950/25,VRN,1150/25,LGW
XX2760,04/25/2017,31N,0950/25,LGW,1110/25,AMS
XX343,04/25/2017,321,0950/25,NCE,1205/25,LHR
XX295,04/25/2017,74S,0950/25,LHR,1825/25,ORD
XX992,04/25/2017,32A,0950/25,LHR,1140/25,TXL
XX474,04/25/2017,32A,0950/25,LHR,1200/25,BCN
XX753,04/25/2017,319,0955/25,BSL,1140/25,LHR
XX697,04/25/2017,32A,0955/25,VIE,1225/25,LHR
XX573,04/25/2017,319,0955/25,MXP,1200/25,LHR
XX235,04/25/2017,32J,0955/25,LHR,1350/25,DME
XX727,04/25/2017,32Z,0955/25,GVA,1140/25,LHR
XX907,04/25/2017,319,1000/25,FRA,1155/25,LHR
XX886,04/25/2017,321,1000/25,LHR,1320/25,OTP
XX904,04/25/2017,319,1000/25,LHR,1145/25,FRA
XX827,04/25/2017,319,1005/25,DUB,1135/25,LHR
XX308,04/25/2017,319,1005/25,LHR,1125/25,CDG
XX1307,04/25/2017,32A,1005/25,ABZ,1145/25,LHR
XX309,04/25/2017,321,1010/25,CDG,1130/25,LHR
XX501,04/25/2017,32A,1010/25,LIS,1300/25,LHR
XX213,04/25/2017,74S,1015/25,LHR,1730/25,BOS
XX2645,04/25/2017,32U,1015/25,MLA,1335/25,LGW
XX541,04/25/2017,32A,1020/25,BLQ,1240/25,LHR
XX173,04/25/2017,74S,1020/25,LHR,1805/25,JFK
XX467,04/25/2017,32A,1020/25,BIO,1215/25,LHR
XX459,04/25/2017,77Y,1020/25,MAD,1250/25,LHR
XX778,04/25/2017,319,1020/25,LHR,1255/25,ARN
XX2037,04/25/2017,77D,1020/25,LGW,1935/25,MCO
XX2279,04/25/2017,77K,1025/25,LGW,2120/25,OAK
XX285,04/25/2017,74S,1025/25,LHR,2120/25,SFO
XX1430,04/25/2017,32A,1025/25,LHR,1150/25,BHD
XX794,04/25/2017,32A,1025/25,LHR,1320/25,HEL
XX1327,04/25/2017,32Z,1025/25,NCL,1145/25,LHR
XX1443,04/25/2017,32A,1025/25,EDI,1200/25,LHR
XX983,04/25/2017,319,1025/25,TXL,1230/25,LHR
XX2155,04/25/2017,77C,1025/25,LGW,1905/25,BGI
XX849,04/25/2017,319,1030/25,ZAG,1300/25,LHR
XX075,04/25/2017,77Y,1030/25,LHR,1655/25,LOS
XX2600,04/25/2017,31N,1030/25,LGW,1240/25,PSA
XX344,04/25/2017,319,1030/25,LHR,1235/25,NCE
XX611,04/25/2017,32A,1030/25,PMO,1325/25,LHR
XX730,04/25/2017,319,1035/25,LHR,1220/25,GVA
XX702,04/25/2017,32A,1035/25,LHR,1255/25,VIE
XX605,04/25/2017,321,1035/25,PSA,1300/25,LHR
XX951,04/25/2017,32A,1040/25,MUC,1245/25,LHR
XX007,04/25/2017,77G,1040/25,LHR,2215/25,HND
XX1442,04/25/2017,319,1040/25,LHR,1205/25,EDI
XX434,04/25/2017,32A,1045/25,LHR,1205/25,AMS
XX746,04/25/2017,319,1045/25,LHR,1235/25,SVG
XX2940,04/25/2017,31N,1045/25,LGW,1215/25,EDI
XX662,04/25/2017,767,1045/25,LHR,1520/25,LCA
XX2586,04/25/2017,31N,1050/25,LGW,1300/25,VCE
XX679,04/25/2017,32A,1050/25,IST,1505/25,LHR
XX001,04/25/2017,318,1050/25,SNN,1805/25,JFK
XX2794,04/25/2017,32E,1050/25,LGW,1315/25,VLC
XX549,04/25/2017,319,1055/25,FCO,1350/25,LHR
XX877,04/25/2017,32A,1055/25,TLL,1400/25,LHR
XX334,04/25/2017,319,1055/25,LHR,1220/25,ORY
XX125,04/25/2017,77X,1055/25,LHR,1730/25,BAH
XX2205,04/25/2017,77D,1055/25,LGW,2000/25,PUJ
XX1308,04/25/2017,319,1055/25,LHR,1235/25,ABZ
XX193,04/25/2017,74S,1055/25,LHR,2045/25,DFW
XX1482,04/25/2017,32C,1055/25,LHR,1225/25,GLA
XX2543,04/25/2017,32E,1055/25,FCO,1345/25,LGW
XX562,04/25/2017,32A,1100/25,LHR,1300/25,LIN
XX191,04/25/2017,789,1100/25,LHR,2120/25,AUS
XX1391,04/25/2017,319,1100/25,MAN,1210/25,LHR
XX1469,04/25/2017,32A,1105/25,INV,1240/25,LHR
XX579,04/25/2017,321,1110/25,VCE,1330/25,LHR
XX713,04/25/2017,319,1110/25,ZRH,1305/25,LHR
XX729,04/25/2017,319,1110/25,GVA,1255/25,LHR
XX2167,04/25/2017,77C,1110/25,LGW,2035/25,TPA
XX1388,04/25/2017,321,1110/25,LHR,1215/25,MAN
XX1483,04/25/2017,32A,1110/25,GLA,1240/25,LHR
XX2772,04/25/2017,31N,1110/25,LGW,1215/25,JER
XX867,04/25/2017,32A,1115/25,BUD,1400/25,LHR
XX714,04/25/2017,32A,1115/25,LHR,1305/25,ZRH
XX577,04/25/2017,319,1120/25,LIN,1325/25,LHR
XX271,04/25/2017,74V,1120/25,LHR,2205/25,LAS
XX015,04/24/2017,77G,1125/25,SIN,1910/25,SYD
XX490,04/25/2017,32A,1125/25,LHR,1420/25,GIB
XX883,04/25/2017,32A,1125/25,KBP,1505/25,LHR
XX2547,04/25/2017,32E,1125/25,ALG,1420/25,LGW
XX394,04/25/2017,319,1125/25,LHR,1240/25,BRU
XX1311,04/25/2017,319,1130/25,ABZ,1310/25,LHR
XX891,04/25/2017,32A,1130/25,SOF,1500/25,LHR
XX775,04/25/2017,321,1130/25,ARN,1415/25,LHR
XX485,04/25/2017,32A,1130/25,BCN,1355/25,LHR
XX017,04/25/2017,78B,1135/25,LHR,2230/25,ICN
XX759,04/25/2017,319,1135/25,BGO,1345/25,LHR
XX815,04/25/2017,319,1135/25,CPH,1345/25,LHR
XX665,04/25/2017,32A,1140/25,LCA,1645/25,LHR
XX952,04/25/2017,32A,1140/25,LHR,1335/25,MUC
XX073,04/25/2017,789,1140/25,LHR,1855/25,AUH
XX067,04/25/2017,74S,1140/25,LHR,1925/25,PHL
XX863,04/25/2017,32A,1140/25,PRG,1350/25,LHR
XX560,04/25/2017,767,1145/25,LHR,1420/25,FCO
XX984,04/25/2017,32A,1145/25,LHR,1340/25,TXL
XX1342,04/25/2017,319,1145/25,LHR,1250/25,LBA
XX2695,04/25/2017,32M,1145/25,FAO,1435/25,LGW
XX2961,04/25/2017,32M,1145/25,GLA,1320/25,LGW
XX238,04/25/2017,77Y,1145/25,BOS,1820/25,LHR
XX835,04/25/2017,32A,1150/25,DUB,1325/25,LHR
XX347,04/25/2017,321,1155/25,NCE,1410/25,LHR
XX1416,04/25/2017,319,1155/25,LHR,1320/25,BHD
XX438,04/25/2017,32A,1155/25,LHR,1315/25,AMS
XX107,04/25/2017,74V,1155/25,LHR,1910/25,DXB
XX178,04/25/2017,74S,1155/25,JFK,1845/25,LHR
XX2761,04/25/2017,31N,1155/25,AMS,1310/25,LGW
XX177,04/25/2017,77Y,1200/25,LHR,1955/25,JFK
XX939,04/25/2017,32A,1200/25,DUS,1330/25,LHR
XX035,04/25/2017,78B,1205/25,LHR,2200/25,MAA
XX1446,04/25/2017,32J,1205/25,LHR,1335/25,EDI
XX368,04/25/2017,32A,1205/25,LHR,1400/25,MRS
XX1484,04/25/2017,319,1205/25,LHR,1335/25,GLA
XX969,04/25/2017,319,1210/25,HAM,1355/25,LHR
XX093,04/25/2017,74S,1210/25,LHR,1955/25,YYZ
XX2730,04/25/2017,32E,1210/25,LGW,1650/25,TFS
XX836,04/25/2017,319,1215/25,LHR,1340/25,DUB
XX315,04/25/2017,319,1215/25,CDG,1335/25,LHR
XX632,04/25/2017,767,1215/25,LHR,1555/25,ATH
XX2715,04/25/2017,32E,1215/25,AGP,1510/25,LGW
XX1332,04/25/2017,319,1220/25,LHR,1335/25,NCL
XX701,04/25/2017,32A,1220/25,VIE,1450/25,LHR
XX2578,04/25/2017,32G,1220/25,LGW,1415/25,TRN
XX575,04/25/2017,319,1220/25,LIN,1425/25,LHR
XX314,04/25/2017,319,1220/25,LHR,1340/25,CDG
XX940,04/25/2017,32A,1220/25,LHR,1345/25,DUS
XX2696,04/25/2017,32E,1225/25,LGW,1520/25,FAO
XX860,04/25/2017,32A,1225/25,LHR,1430/25,PRG
XX780,04/25/2017,767,1225/25,LHR,1500/25,ARN
XX766,04/25/2017,319,1225/25,LHR,1445/25,OSL
XX879,04/25/2017,32A,1230/25,LED,1605/25,LHR
XX905,04/25/2017,319,1230/25,FRA,1420/25,LHR
XX993,04/25/2017,32A,1230/25,TXL,1435/25,LHR
XX1415,04/25/2017,32A,1230/25,BHD,1355/25,LHR
XX641,04/25/2017,32A,1230/25,ATH,1630/25,LHR
XX2039,04/25/2017,77K,1230/25,LGW,2155/25,MCO
XX169,04/25/2017,77Z,1240/25,LHR,2355/25,PVG
XX974,04/25/2017,32A,1240/25,LHR,1420/25,HAM
XX2624,04/25/2017,32E,1240/25,LGW,1445/25,NCE
XX396,04/25/2017,319,1240/25,LHR,1355/25,BRU
XX263,04/25/2017,77X,1245/25,LHR,1930/25,RUH
XX209,04/25/2017,38A,1245/25,LHR,2215/25,MIA
XX1445,04/25/2017,319,1245/25,EDI,1415/25,LHR
XX908,04/25/2017,32A,1245/25,LHR,1430/25,FRA
XX810,04/25/2017,32Z,1250/25,LHR,1450/25,CPH
XX850,04/25/2017,32A,1250/25,LHR,1515/25,WAW
XX374,04/25/2017,321,1255/25,LHR,1445/25,TLS
XX1444,04/25/2017,319,1255/25,LHR,1420/25,EDI
XX2773,04/25/2017,31N,1255/25,JER,1355/25,LGW
XX081,04/25/2017,74V,1255/25,LHR,1925/25,ACC
XX435,04/25/2017,32A,1255/25,AMS,1420/25,LHR
XX1394,04/25/2017,32Z,1300/25,LHR,1405/25,MAN
XX1395,04/25/2017,321,1300/25,MAN,1405/25,LHR
XX2584,04/25/2017,31N,1300/25,LGW,1510/25,VCE
XX475,04/25/2017,32A,1300/25,BCN,1525/25,LHR
XX732,04/25/2017,319,1300/25,LHR,1445/25,GVA
XX460,04/25/2017,319,1305/25,LHR,1530/25,MAD
XX1487,04/25/2017,32C,1305/25,GLA,1435/25,LHR
XX731,04/25/2017,319,1305/25,GVA,1450/25,LHR
XX232,04/25/2017,77Y,1305/25,DME,1700/25,LHR
XX830,04/25/2017,321,1305/25,LHR,1430/25,DUB
XX547,04/25/2017,321,1310/25,FCO,1555/25,LHR
XX287,04/25/2017,38A,1310/25,LHR,0010/26,SFO
XX243,04/25/2017,74S,1310/25,LHR,0035/26,MEX
XX119,04/25/2017,77J,1315/25,LHR,2310/25,BLR
XX1312,04/25/2017,32A,1315/25,LHR,1455/25,ABZ
XX335,04/25/2017,319,1315/25,ORY,1440/25,LHR
XX362,04/25/2017,32A,1315/25,LHR,1500/25,LYS
XX747,04/25/2017,319,1315/25,SVG,1520/25,LHR
XX480,04/25/2017,32A,1320/25,LHR,1530/25,BCN
XX197,04/25/2017,77Z,1320/25,LHR,2335/25,IAH
XX1309,04/25/2017,319,1320/25,ABZ,1500/25,LHR
XX556,04/25/2017,321,1320/25,LHR,1550/25,FCO
XX818,04/25/2017,319,1325/25,LHR,1520/25,CPH
XX395,04/25/2017,319,1325/25,BRU,1445/25,LHR
XX1343,04/25/2017,319,1325/25,LBA,1435/25,LHR
XX2666,04/25/2017,32M,1325/25,LGW,1710/25,RAK
XX345,04/25/2017,319,1325/25,NCE,1535/25,LHR
XX354,04/25/2017,32A,1325/25,LHR,1535/25,NCE
XX2941,04/25/2017,31N,1330/25,EDI,1505/25,LGW
XX115,04/25/2017,77Y,1330/25,LHR,2120/25,JFK
XX2601,04/25/2017,31N,1330/25,PSA,1545/25,LGW
XX1334,04/25/2017,32A,1335/25,LHR,1450/25,NCL
XX164,04/25/2017,789,1335/25,TLV,1855/25,LHR
XX149,04/25/2017,32J,1340/25,LHR,1830/25,BEY
XX289,04/25/2017,74V,1340/25,LHR,0025/26,PHX
XX432,04/25/2017,321,1340/25,LHR,1500/25,AMS
XX703,04/25/2017,32A,1340/25,VIE,1610/25,LHR
XX779,04/25/2017,319,1340/25,ARN,1625/25,LHR
XX219,04/25/2017,74V,1340/25,LHR,2330/25,DEN
XX715,04/25/2017,32A,1345/25,ZRH,1540/25,LHR
XX2581,04/25/2017,31N,1345/25,VCE,1600/25,LGW
XX716,04/25/2017,767,1345/25,LHR,1535/25,ZRH
XX2594,04/25/2017,32M,1345/25,LGW,1650/25,CTA
XX868,04/25/2017,32A,1350/25,LHR,1620/25,BUD
XX563,04/25/2017,32A,1350/25,LIN,1555/25,LHR
XX2652,04/25/2017,31N,1355/25,LGW,1555/25,SZG
XX279,04/25/2017,789,1355/25,LHR,0055/26,SJC
XX316,04/25/2017,319,1355/25,LHR,1515/25,CDG
XX542,04/25/2017,32A,1355/25,LHR,1605/25,BLQ
XX2795,04/25/2017,32E,1400/25,VLC,1630/25,LGW
XX960,04/25/2017,32A,1400/25,LHR,1600/25,MUC
XX2233,04/25/2017,77C,1400/25,LGW,2130/25,BDA
XX2708,04/25/2017,32E,1400/25,LGW,1615/25,BCN
XX2610,04/25/2017,31N,1405/25,LGW,1650/25,NAP
XX566,04/25/2017,319,1405/25,LHR,1610/25,MXP
XX1417,04/25/2017,319,1405/25,BHD,1530/25,LHR
XX910,04/25/2017,319,1405/25,LHR,1555/25,FRA
XX462,04/25/2017,321,1410/25,LHR,1640/25,MAD
XX799,04/25/2017,32A,1410/25,HEL,1720/25,LHR
XX942,04/25/2017,32A,1410/25,LHR,1540/25,DUS
XX734,04/25/2017,319,1410/25,LHR,1600/25,GVA
XX568,04/25/2017,319,1415/25,LHR,1620/25,LIN
XX887,04/25/2017,321,1415/25,OTP,1745/25,LHR
XX502,04/25/2017,32A,1415/25,LHR,1705/25,LIS
XX1489,04/25/2017,319,1415/25,GLA,1545/25,LHR
XX1448,04/25/2017,32A,1420/25,LHR,1550/25,EDI
XX837,04/25/2017,319,1420/25,DUB,1545/25,LHR
XX754,04/25/2017,319,1420/25,LHR,1600/25,BSL
XX439,04/25/2017,32A,1420/25,AMS,1540/25,LHR
XX1453,04/25/2017,32J,1420/25,EDI,1550/25,LHR
XX277,04/25/2017,78B,1420/25,LHR,2345/25,HYD
XX273,04/25/2017,77G,1420/25,LHR,0145/26,SAN
XX953,04/25/2017,32A,1425/25,MUC,1630/25,LHR
XX1333,04/25/2017,319,1425/25,NCL,1545/25,LHR
XX049,04/25/2017,74V,1430/25,LHR,0010/26,SEA
XX986,04/25/2017,32A,1430/25,LHR,1625/25,TXL
XX704,04/25/2017,32A,1430/25,LHR,1650/25,VIE
XX2798,04/25/2017,32U,1430/25,LGW,1715/25,SVQ
XX319,04/25/2017,319,1435/25,CDG,1555/25,LHR
XX966,04/25/2017,319,1435/25,LHR,1620/25,HAM
XX677,04/25/2017,32A,1435/25,IST,1840/25,LHR
XX016,04/25/2017,77G,1435/25,SIN,0405/26,LHR
XX920,04/25/2017,319,1440/25,LHR,1630/25,STR
XX2688,04/25/2017,32E,1440/25,LGW,1650/25,GOA
XX397,04/25/2017,319,1440/25,BRU,1555/25,LHR
XX941,04/25/2017,32A,1440/25,DUS,1610/25,LHR
XX229,04/25/2017,78B,1440/25,LHR,2235/25,BWI
XX005,04/25/2017,789,1445/25,LHR,0225/26,NRT
XX985,04/25/2017,32A,1445/25,TXL,1645/25,LHR
XX1396,04/25/2017,32A,1445/25,LHR,1555/25,MAN
XX2774,04/25/2017,31N,1450/25,LGW,1555/25,JER
XX450,04/25/2017,321,1450/25,LHR,1715/25,PMI
XX448,04/25/2017,32A,1450/25,LHR,1725/25,MJV
XX369,04/25/2017,32A,1450/25,MRS,1650/25,LHR
XX1399,04/25/2017,32Z,1455/25,MAN,1600/25,LHR
XX931,04/25/2017,32A,1455/25,MUC,1655/25,LHR
XX227,04/25/2017,77Y,1455/25,LHR,0010/26,ATL
XX009,04/25/2017,77J,1500/25,LHR,0240/26,BKK
XX2579,04/25/2017,32G,1500/25,TRN,1650/25,LGW
XX1447,04/25/2017,319,1500/25,EDI,1625/25,LHR
XX1314,04/25/2017,319,1500/25,LHR,1640/25,ABZ
XX113,04/25/2017,77Z,1505/25,LHR,2305/25,JFK
XX297,04/25/2017,74S,1505/25,LHR,2340/25,ORD
XX147,04/25/2017,32J,1505/25,LHR,2020/25,AMM
XX975,04/25/2017,32A,1510/25,HAM,1655/25,LHR
XX269,04/25/2017,38A,1510/25,LHR,0220/26,LAX
XX234,04/25/2017,32J,1510/25,DME,1920/25,LHR
XX032,04/25/2017,38A,1510/25,HKG,0350/26,LHR
XX2762,04/25/2017,32E,1510/25,LGW,1630/25,AMS
XX034,04/25/2017,789,1510/25,KUL,0425/26,LHR
XX440,04/25/2017,321,1510/25,LHR,1630/25,AMS
XX491,04/25/2017,32A,1510/25,GIB,1805/25,LHR
XX912,04/25/2017,319,1510/25,LHR,1655/25,FRA
XX861,04/25/2017,32A,1515/25,PRG,1720/25,LHR
XX2648,04/25/2017,32M,1515/25,LGW,1810/25,TIA
XX398,04/25/2017,319,1515/25,LHR,1630/25,BRU
XX792,04/25/2017,32A,1515/25,LHR,1720/25,GOT
XX012,04/25/2017,38A,1515/25,SIN,0450/26,LHR
XX348,04/25/2017,321,1515/25,LHR,1725/25,NCE
XX039,04/25/2017,77G,1520/25,LHR,0130/26,PEK
XX336,04/25/2017,319,1520/25,LHR,1645/25,ORY
XX909,04/25/2017,32A,1520/25,FRA,1710/25,LHR
XX1488,04/25/2017,321,1520/25,LHR,1650/25,GLA
XX806,04/25/2017,319,1520/25,LHR,1700/25,BLL
XX2716,04/25/2017,32M,1525/25,LGW,1820/25,AGP
XX767,04/25/2017,319,1525/25,OSL,1750/25,LHR
XX559,04/25/2017,767,1530/25,FCO,1810/25,LHR
XX829,04/25/2017,321,1530/25,DUB,1700/25,LHR
XX954,04/25/2017,319,1530/25,LHR,1725/25,MUC
XX1452,04/25/2017,319,1530/25,LHR,1655/25,EDI
XX820,04/25/2017,32A,1530/25,LHR,1730/25,CPH
XX1335,04/25/2017,32A,1530/25,NCL,1645/25,LHR
XX2273,04/25/2017,77D,1535/25,LGW,2330/25,JFK
XX1313,04/25/2017,32A,1535/25,ABZ,1710/25,LHR
XX733,04/25/2017,319,1535/25,GVA,1715/25,LHR
XX2625,04/25/2017,32E,1535/25,NCE,1735/25,LGW
XX856,04/25/2017,32A,1535/25,LHR,1735/25,PRG
XX486,04/25/2017,32A,1540/25,LHR,1750/25,BCN
XX275,04/25/2017,74V,1540/25,LHR,0220/26,LAS
XX375,04/25/2017,321,1540/25,TLS,1735/25,LHR
XX028,04/25/2017,77G,1545/25,HKG,0435/26,LHR
XX1418,04/25/2017,32C,1545/25,LHR,1710/25,BHD
XX363,04/25/2017,32A,1545/25,LYS,1725/25,LHR
XX203,04/25/2017,74S,1545/25,LHR,2320/25,BOS
XX464,04/25/2017,319,1545/25,LHR,1810/25,MAD
XX167,04/25/2017,77Y,1545/25,LHR,2035/25,TLV
XX872,04/25/2017,32A,1555/25,LHR,1825/25,KRK
XX433,04/25/2017,321,1555/25,AMS,1710/25,LHR
XX2585,04/25/2017,31N,1555/25,VCE,1805/25,LGW
XX2944,04/25/2017,31N,1555/25,LGW,1725/25,EDI
XX189,04/25/2017,789,1555/25,LHR,2345/25,EWR
XX782,04/25/2017,32A,1600/25,LHR,1835/25,ARN
XX099,04/25/2017,77Y,1600/25,LHR,2350/25,YYZ
XX781,04/25/2017,767,1605/25,ARN,1850/25,LHR
XX2697,04/25/2017,32E,1605/25,FAO,1850/25,LGW
XX994,04/25/2017,319,1605/25,LHR,1800/25,TXL
XX323,04/25/2017,319,1610/25,CDG,1725/25,LHR
XX470,04/25/2017,32A,1610/25,LHR,1820/25,BCN
XX978,04/25/2017,319,1610/25,LHR,1745/25,HAJ
XX851,04/25/2017,32A,1615/25,WAW,1855/25,LHR
XX155,04/25/2017,78B,1615/25,LHR,2055/25,CAI
XX370,04/25/2017,32A,1615/25,LHR,1815/25,MRS
XX461,04/25/2017,319,1615/25,MAD,1840/25,LHR
XX819,04/25/2017,319,1615/25,CPH,1820/25,LHR
XX2964,04/25/2017,31N,1615/25,LGW,1745/25,GLA
XX481,04/25/2017,32A,1615/25,BCN,1835/25,LHR
XX085,04/25/2017,74V,1620/25,LHR,0150/26,YVR
XX2782,04/25/2017,32E,1620/25,LGW,1845/25,OPO
XX293,04/25/2017,74V,1620/25,LHR,0020/26,IAD
XX956,04/25/2017,319,1620/25,LHR,1815/25,MUC
XX244,04/25/2017,77J,1620/25,EZE,0535/26,LHR
XX1454,04/25/2017,319,1625/25,LHR,1750/25,EDI
XX944,04/25/2017,319,1625/25,LHR,1750/25,DUS
XX1455,04/25/2017,32A,1630/25,EDI,1755/25,LHR
XX943,04/25/2017,32A,1630/25,DUS,1755/25,LHR
XX768,04/25/2017,319,1630/25,LHR,1845/25,OSL
XX1344,04/25/2017,319,1630/25,LHR,1735/25,LBA
XX2776,04/25/2017,31N,1635/25,LGW,1740/25,JER
XX809,04/25/2017,32Z,1635/25,CPH,1845/25,LHR
XX2775,04/25/2017,31N,1635/25,JER,1735/25,LGW
XX663,04/25/2017,767,1635/25,LCA,2130/25,LHR
